ORISPL,PNAME,PLNOXAN,PLSO2AN,PLCO2AN,PLN2OAN,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA
60022,Oxford,,,,,,,,
58032,Padelford Solar,,,,,,,,
62135,Palmer,,,,,,,,
60076,Palmer Landfill,,,,,,,,
59336,Palmer Renewable Energy,,,,,,,,
59866,Palmer Solar LLC,,,,,,,,
10694,Pepperell Hydro Power Plant,,,,,,,,
61307,Peterson Road Solar,,,,,,,,
1590,Pilgrim Nuclear Power Station,,,,,,,,
54620,"Pinetree Power Fitchburg, LLC",69,25,9,"18,209",1.295,0.462,0.172,0.171
50273,Pioneer Valley Resource Recovery,316,107,"57,768","10,783",16.048,5.456,"2,937.913",0.274
62264,Pittsfield 44 - M&W PV,,,,,,,,
50002,Pittsfield Generating,10,2,"62,348",311,0.175,0.032,"1,057.150",0.003
62579,Plainfield Community Solar LLC,,,,,,,,
61298,Pleasantdale Road Community Solar,,,,,,,,
59137,Plymouth Site 1,,,,,,,,
62266,Plymouth Solar,,,,,,,,
1660,Potter,13,0,"29,815",200,0.551,0.012,"1,274.598",0.004
7501,Princeton Wind Farm,,,,,,,,
1637,Putts Bridge,,,,,,,,
58362,Quittacas Pond Solar,,,,,,,,
60492,Rail Trail,,,,,,,,
61732,Randolph,,,,,,,,
55585,Randolph Electric,,,,,,,,
1638,Redbridge,,,,,,,,
61007,Redbrook Community Solar 1,,,,,,,,
59029,Rehoboth Solar,,,,,,,,
59777,RGS-Rutland VNM SREC II Project (MA),,,,,,,,
60493,Rising Paper,,,,,,,,
1607,Riverside Holyoke,,,,,,,,
59090,Rockland Solar CSG,,,,,,,,
50955,Rousselot Inc,7,0,"5,191",20,0.889,0.018,647.942,0.001
59031,Route 57 Solar,,,,,,,,
1626,Salem Harbor,,,,,,,,
60903,Salem Harbor Station NGCC,58,2,"351,629","1,439",0.132,0.004,804.866,0.002
61308,Sampson Road Community Solar,,,,,,,,
62065,Savoy Solar PV,,,,,,,,
59013,Scituate PV,,,,,,,,
59724,Scituate Wind,,,,,,,,
50290,SEMASS Resource Recovery,"1,625",905,"527,726","98,604",5.719,3.184,"1,857.374",0.174
59396,Shaffer,,,,,,,,
6012,Sherman,,,,,,,,
60753,Shirley Landfill,,,,,,,,
60498,Shirley Water,,,,,,,,
6125,Shrewsbury,21,2,"1,084",18,57.507,5.186,"2,920.714",0.024
57990,Shrewsbury Solar,,,,,,,,
61244,Shuman Solar,,,,,,,,
57676,Silver Lake Solar Photovoltaic Facility,,,,,,,,
58945,Simonds,72,0,"3,326",13,12.367,0.016,574.468,0.001
60391,SJA Solar LLC-Solterra Monastery CSG,,,,,,,,
61367,Smith & Wesson at Springfield MA PV,,,,,,,,
58166,Smith College Central Heating Plant,14,0,"4,195",16,2.091,0.017,611.010,0.001
61731,"Solten Plainville 6000, LLC",,,,,,,,
10176,South Boston Combustion Turbines,1,3,"1,437",15,3.528,8.800,"4,525.039",0.023
62066,Southampton Solar PV,,,,,,,,
59011,Southbridge Landfill Gas-to-Energy,0,2,0,0,0.000,0.363,0.000,0.000
58423,Southbridge PV,,,,,,,,
60278,Southbridge Solar,,,,,,,,
60615,Southern Sky Renew Energy Berkley LLC,,,,,,,,
62082,Southwick Solar PV,,,,,,,,
59839,Spring Hill Road,,,,,,,,
61009,Spring Street Solar 1 CSG,,,,,,,,
62072,Springfield Solar PV,,,,,,,,
61017,Stafford St 2 Community Solar,,,,,,,,
61016,Stafford St Solar 1 CSG,,,,,,,,
61018,Stafford St Solar 3 CSG,,,,,,,,
59363,State Street Solar LLC,,,,,,,,
62257,Station 9 Energy Storage System,,,,,0.000,0.000,0.000,0.000
59765,Stetson Road Solar - Barre I,,,,,,,,
60710,Stone Hill Solar CSG,,,,,,,,
6081,Stony Brook Energy Center,140,127,"73,847",793,2.551,2.314,"1,341.420",0.007
59015,Stow PV,,,,,,,,
58839,Sudbury Landfill,,,,,,,,
59465,Sullivan Solar,,,,,,,,
62090,Sunderland Solar PV,,,,,,,,
60878,Sutton Solar CSG,,,,,,,,
61097,Syncarpha Freetown,,,,,,,,
61769,Syncarpha Hancock I CSG,,,,,,,,
61770,Syncarpha Hancock II CSG,,,,,,,,
61771,Syncarpha Hancock III CSG,,,,,,,,
60056,"Syncarpha Palmer, LLC",,,,,,,,
61774,"Syncarpha Still River, LLC CSG",,,,,,,,
62583,Tanglewood Circle Solar 1 LLC,,,,,,,,
54586,"Tanner Street Generation, LLC",5,0,"20,541",111,0.265,0.006,"1,117.303",0.003
59731,Templeton,,,,,,,,
61640,Texon Hydroelectric Project,,,,,,,,
61296,Theodore Drive Community Solar,,,,,,,,
58749,Tihonet Solar,,,,,,,,
59573,Tisbury Landfill Solar,,,,,,,,
62581,Tolland Solar NG LLC,,,,,,,,
58586,Town of East Bridgewater CSG,,,,,,,,
61591,Town of Foxborough - Landfill (SREC II) CSG,,,,,,,,
60816,Town of Lexington Solar,,,,,,,,
60110,Town of Needham VNEM CSG,,,,,,,,
57942,Town of Norfolk MA at Medway Branch,,,,,,,,
61775,Town of Otis Wind Energy Project,,,,,,,,
57941,Town of Uxbridge MA at Commerce Dr,,,,,,,,
59390,True North,,,,,,,,
6388,Turners Falls,,,,,,,,
59624,Twiss Street Solar,,,,,,,,
61598,Tyngsborough Solar,,,,,,,,
61603,UMASS,,,,,,,,
50087,Univ of Massachusetts Medical Center,37,1,"27,040",106,1.030,0.020,748.830,0.001
59781,Upper Blackstone (MA) Treasure Valley,,,,,,,,
61297,Upton Community Solar,,,,,,,,
61245,Vuelta Solar,,,,,,,,
58936,Walpole Solar 2,,,,,,,,
60443,Wareham MA 1 Community Solar,,,,,,,,
62055,Wareham Solar PV,,,,,,,,
62646,Washburn Road Solar,,,,,,,,
59060,Waste Water Treatment Plant,,,,,,,,
1678,Waters River,13,0,"3,611",23,5.517,0.005,"1,517.126",0.005
54937,Wellesley College Central Utility Plant,270,3,"4,275",14,54.939,0.595,869.954,0.001
61415,West Boylston Community Shared Solar,,,,,,,,
60424,West Bridgewater AB CSG,,,,,,,,
61629,West Brookfield Solar - Gilbertsville Rd CSG,,,,,,,,
60644,"West Brookfield Solar, LLC",,,,,,,,
60276,West Groton CHP,19,0,"7,184",27,1.715,0.018,645.141,0.001
1642,West Springfield,6,7,"13,394",79,0.662,0.735,"1,399.250",0.004
6049,West Tisbury Generating Facility,12,1,594,10,32.716,2.952,"1,662.724",0.013
62625,West Water Street,12,1,617,10,30.608,2.761,"1,555.198",0.013
59368,Westborough Solar LLC,,,,,,,,
58534,Westford Solar Park,,,,,,,,
62226,"Westminster Renewables, LLC",,,,,,,,
61537,Weston Landfill Solar,,,,,,,,
60473,Westport MA 1 Community Solar,,,,,,,,
60476,Westport MA 2 Community Solar,,,,,,,,
59033,Whately Solar,,,,,,,,
50878,Wheelabrator Millbury Facility,847,102,"244,214","46,158",5.306,0.638,"1,528.929",0.144
50877,Wheelabrator North Andover,781,97,"231,954","43,842",6.488,0.803,"1,926.303",0.182
50880,Wheelabrator Saugus,683,128,"219,400","41,469",5.898,1.107,"1,895.280",0.179
6586,Wilkins Station,1,0,48,1,38.449,3.461,"1,949.878",0.016
58160,Williams College - Campus CHP,1,0,960,4,0.927,0.018,661.922,0.001
62202,Williamsburg,,,,,,,,
60111,Williamsburg Solar LLC VNEM CSG,,,,,,,,
60736,Wilmington Solar,,,,,,,,
58174,Wilson Solar,,,,,,,,
62503,Winchendon Landfill Solar,,,,,,,,
59466,Winchendon Solar,,,,,,,,
10826,Winsor Dam Power Station,,,,,,,,
1643,Woodland Road,3,0,541,6,22.702,0.000,"3,549.259",0.018
60621,Worcester Landfill,,,,,,,,
60614,WYM 1250 Palmer LLC,,,,,,,,
10678,AES Warrior Run,357,756,"957,118","31,992",0.625,1.324,"1,676.159",0.028
59949,AES Warrior Run Energy Storage Project,,,,,0.000,0.000,0.000,0.000
58252,Alpha Ridge LFG,0,1,0,0,0.000,0.327,0.000,0.000
62876,Amazon Maryland DCA1,,,,,,,,
54795,"American Sugar Refining, Inc.",1,1,"2,735",62,0.031,0.021,111.919,0.001
60681,"Annapolis Solar Park, LLC",,,,,,,,
62407,Anne Arundel County Public Schools,,,,,,,,
61282,APG Combined Heat and Power Plant,80,1,"31,144",117,2.826,0.030,"1,099.227",0.002
62629,APG New Chesapeake,,,,,,,,
62628,APG Old Bayside,,,,,,,,
60662,Archdiocese of Baltimore J,,,,,,,,
60663,Archdiocese of Baltimore L,,,,,,,,
59026,Back River Waste Water Treatment,186,0,0,19,52.753,0.077,0.000,0.003
61519,Baker Point,,,,,,,,
60664,Baltimore City B,,,,,,,,
60665,Baltimore City D,,,,,,,,
60666,Baltimore City F,,,,,,,,
60667,Baltimore City G,,,,,,,,
62074,"Bd of Educ of Queen Anne's Cnty, Cnty HS",,,,,,,,
6565,Berlin,8,1,391,6,92.204,8.319,"4,685.609",0.038
61321,Biggs Ford Solar Center,,,,,,,,
62332,Blue Star,,,,,,,,
61915,Bowie State Solar,,,,,,,,
602,Brandon Shores,"1,982","3,530","5,523,415","188,856",0.838,1.492,"2,334.411",0.040
54832,Brandywine Power Facility,129,3,"549,420","2,380",0.231,0.005,980.462,0.002
50060,Brown Station Road Plant I,0,4,0,0,0.000,38.851,0.007,0.000
55964,Brown Station Road Plant II,0,4,0,0,0.000,1.495,0.000,0.000
1552,C P Crane,699,866,"242,812","8,940",6.599,8.182,"2,293.316",0.042
6011,Calvert Cliffs Nuclear Power Plant,,,,,,,,
61320,Casper Solar Center,,,,,,,,
60036,CCBC-Catonsville,,,,,,,,
60353,Cecil County CCVT HS,,,,,,,,
58207,Central Utility Plant at White Oak,199,2,"66,603",256,3.759,0.038,"1,256.032",0.002
60029,CES VMT Solar,,,,,,,,
1571,Chalk Point,"1,376",796,"1,592,067","36,122",1.892,1.094,"2,188.949",0.025
60465,Chesapeake College,,,,,,,,
62720,"Chester Woods Point Solar, LLC CSG",,,,,,,,
59743,Chimes West Friendship (Nixon Farms),,,,,,,,
60737,Church Hill,,,,,,,,
60668,City of Havre De Grace C,,,,,,,,
59842,CNE at Cambridge MD,,,,,,,,
1574,Conowingo,,,,,,,,
59073,Cove Point LNG Terminal,413,4,"781,969","1,310",1.687,0.017,"3,196.131",0.003
56846,CPV St. Charles Energy Center,63,9,"1,764,864","6,704",0.029,0.004,819.287,0.002
1563,Crisfield,84,7,"4,164",67,34.569,3.050,"1,717.463",0.014
57300,Criterion,,,,,,,,
1567,Deep Creek,,,,,,,,
1572,Dickerson,450,174,"392,960","10,861",2.634,1.019,"2,300.123",0.032
10693,Eastern Correctional Institute,6,1,108,679,1.080,0.162,18.581,0.059
56571,Eastern Landfill Gas LLC,0,2,0,0,0.000,0.628,0.000,0.000
1580,Easton,23,2,"1,176",19,196.153,17.765,"10,005.260",0.081
4257,Easton 2,62,7,"3,567",58,45.668,5.271,"2,644.439",0.021
60089,Elkton Solar,,,,,,,,
60849,Emmitsburg Solar Arrays,,,,,,,,
60215,ESS Fairgrounds,,,,,,,,
60214,ESS Wesel,,,,,,,,
59147,Fair Wind,,,,,,,,
57786,FC Landfill Energy,0,1,0,0,0.000,0.649,0.000,0.000
57747,FedEx Field Solar Facility,,,,,,,,
62043,First Baptist Church of Glenarden,,,,,,,,
1570,FirstEnergy R Paul Smith Power Station,,,,,,,,
61552,Fort Detrick Solar PV,,,,,,,,
58904,Fourmile Ridge,,,,,,,,
60847,Garrett County - DPU Treatment Plant,,,,,,,,
61794,Gateway Solar,,,,,,,,
59841,General Motors Corp at White Marsh MD,,,,,,,,
1553,Gould Street,17,0,"11,693",45,2.251,0.008,"1,575.982",0.003
59851,Great Bay Solar 1,,,,,,,,
59282,Green Machine,,,,,,,,
61738,GWCC PV Solar Farm,,,,,,,,
60708,Havre de Grace II - E at Perryman,,,,,,,,
1554,Herbert A Wagner,300,"3,164","557,907","18,144",1.227,12.958,"2,285.138",0.037
58463,Herbert Farm Solar,,,,,,,,
61465,IGS Solar I - BWI2,,,,,,,,
61358,IGS Solar I - BWI5,,,,,,,,
58015,IKEA College Park 411,,,,,,,,
58014,IKEA Perryville 460,,,,,,,,
56050,Inner Harbor East Heating,0,0,6,0,24.182,0.036,"1,020.182",0.002
58243,Kent County - Worton Complex,,,,,,,,
58239,Kent County-Kennedyville,,,,,,,,
60302,Keys Energy Center,27,3,"565,958","3,457",0.025,0.003,516.950,0.002
61796,LeGore Bridge Solar Center,,,,,,,,
60735,Longview Solar,,,,,,,,
50282,Luke Paper Company,144,783,"49,826","3,833",1.478,8.042,511.734,0.020
62323,Macy's MD Joppa Solar Project,,,,,,,,
58408,Maryland Solar,,,,,,,,
61797,Mason Dixon Solar Center,,,,,,,,
59662,Mattawoman Energy Center,,,,,,,,
57646,McCormick & Co. Inc. at Belcamp,,,,,,,,
60496,MEBA,,,,,,,,
58246,Millersville LFG,0,5,0,0,0.000,0.367,0.000,0.000
62910,MNCPPC Germantown Solar,,,,,,,,
60820,Montgomery County Correctional Facility,,,,,,,,
55885,Montgomery County Oaks LFGE Plant,0,4,0,0,0.000,0.574,0.000,0.000
50657,Montgomery County Resource Recovery,445,19,"297,856","55,865",2.672,0.113,"1,787.484",0.168
61608,Montgomery County Solar,,,,,,,,
1573,Morgantown,685,"1,543","2,592,682","93,358",0.543,1.223,"2,055.141",0.037
57758,Mount Saint Mary's,,,,,,,,
60213,NA 1(Hagerstown),,,,,0.000,0.000,0.000,0.000
56668,NIH Cogeneration Facility,147,2,"55,539",210,1.835,0.019,693.798,0.001
62208,NIST Solar,,,,,,,,
1555,Notch Cliff,62,1,"24,028",91,4.649,0.049,"1,800.238",0.003
61890,NRG Chalk Point CT,3,2,541,9,16.780,9.592,"3,126.792",0.025
57879,Perdue Salisbury Photovoltaic,,,,,,,,
1556,Perryman,161,75,"197,984","1,260",1.186,0.557,"1,461.385",0.005
61185,Pfeffers,,,,,,,,
1557,Philadelphia,35,20,"6,519",106,14.542,8.341,"2,697.697",0.022
60447,Presbyterian Senior Living Service,,,,,,,,
58631,Queen Anne's County,,,,,,,,
1559,Riverside (MD),32,18,"5,920",96,17.069,9.706,"3,139.127",0.025
58241,Rock Hall,,,,,,,,
7835,Rock Springs Generating Facility,74,1,"272,136","1,051",0.339,0.006,"1,245.900",0.002
59811,Rockfish Solar LLC,,,,,,,,
57240,"Roth Rock North Wind Farm, LLC",,,,,,,,
57239,Roth Rock Wind Farm LLC,,,,,,,,
6391,Smith Island,2,0,93,2,36.356,3.271,"1,841.861",0.015
60669,Sod Run WTP A,,,,,,,,
62331,Sol Phoenix,,,,,,,,
62912,Solar Hagerstown,,,,,,,,
62327,"Synergen Panorama, LLC CSG",,,,,,,,
60211,Terrapin Hills Wind Farm,,,,,,,,
60461,The Clorox Company,,,,,,,,
60096,Town of Chestertown- Chestertown WWTP,,,,,,,,
62405,UMCES Ground Mount,,,,,,,,
56038,UMCP CHP Plant,72,1,"24,726",95,1.691,0.016,583.352,0.001
59749,UMES (MD) - Princess Anne,,,,,,,,
58329,UMMS at Pocomoke,,,,,,,,
1564,Vienna,17,90,"9,231",165,6.296,32.744,"3,345.669",0.030
1560,Westport,94,0,"29,444",112,5.769,0.009,"1,799.658",0.003
10629,Wheelabrator Baltimore Refuse,377,66,"138,622","26,202",2.251,0.395,826.909,0.078
56680,Wicomico,0,3,"1,540",32,0.000,0.311,189.205,0.002
59220,Wildcat Point Generation Facility,94,8,"1,539,242","5,932",0.050,0.004,813.281,0.002
60604,Wye Mills VNEM CSG,,,,,,,,
1480,Androscoggin 3,,,,,,,,
55031,Androscoggin Energy,14,1,"90,662",403,0.086,0.005,549.720,0.001
54085,Androscoggin Mill,128,394,"6,882","9,114",0.830,2.551,44.563,0.030
10186,Anson Abenaki Hydros,,,,0,,,,0.000
60457,Athens Energy,117,12,0,"9,190",4.022,0.427,0.000,0.158
50999,Aziscohos Hydroelectric Project,,,,,,,,
1466,Bar Harbor,,,,,,,,
1481,Bar Mills,,,,,,,,
10728,Barker Lower,,,,,,,,
783,Basin Mills,,,,,,,,
7044,Bates Mill Upper,,,,,,,,
57130,Beaver Ridge Wind,,,,,,,,
10523,Benton Falls Associates,,,,,,,,
57531,Bingham Wind,,,,,,,,
1482,Bonny Eagle,,,,,,,,
57088,Bowers Wind Project,,,,,,,,
10555,Brassua Hydroelectric Project,,,,,,,,
1483,Brunswick Hydro,,,,,,,,
50243,Bucksport Generation LLC,4,0,"4,284",49,0.716,0.020,838.198,0.005
57083,Bull Hill Wind Project,,,,,,,,
58620,Canton Mountain Wind,,,,,,,,
1484,Cape Gas Turbine,7,4,"1,307",21,19.070,10.863,"3,513.258",0.028
1513,Caribou Generation Station,,,,0,,,,0.000
1486,Cataract Hydro,,,,,,,,
805,Charles E Monty,,,,,,,,
1487,Continental Mills,,,,,,,,
1488,Deer Rips,,,,,,,,
10613,Domtar - Woodland Mill,218,26,"18,421","10,084",1.075,0.126,90.795,0.025
55830,East Millinocket Mill,,,,,,,,
58153,Eastern Maine Medical Center,26,0,"9,347",35,1.707,0.017,623.604,0.001
1468,Eastport,0,0,16,0,33.368,3.011,"1,693.474",0.014
1469,Ellsworth Hydro Station,,,,,,,,
1514,Flos Inn Diesel,,,,,,,,
1490,Fort Halifax,,,,,,,,
57354,Fox Island Wind LLC,,,,,,,,
50688,Gardiner,,,,,,,,
54134,Great Lakes Hydro America - ME,,,,,,,,
1491,Gulf Island,,,,,,,,
58686,Hancock Wind Plant,,,,,,,,
1492,Harris Hydro,,,,,,,,
7048,Hill Mill,,,,,,,,
1493,Hiram,,,,,,,,
1472,Howland Hydro Station,,,,,,,,
54148,Hydro Kennebec Project,,,,,,,,
10765,Indeck Jonesboro Energy Center,14,3,20,"1,971",2.618,0.503,3.813,0.186
10766,Indeck West Enfield Energy Center,36,7,0,"5,548",2.461,0.513,0.006,0.190
50047,International Paper Jay Hydro,,,,,,,,
50082,International Paper Livermore Hydro,,,,,,,,
50081,International Paper Riley Hydro,,,,,,,,
61460,IOS - MEW Phase 1,,,,,,,,
56829,Kibby Wind Facility,,,,,,,,
10066,Lockwood Hydroelectric Facility,,,,,,,,
55068,Maine Independence Station,18,1,"104,306",395,0.156,0.005,888.139,0.002
56448,Mars Hill Wind Farm Project,,,,,,,,
10491,Mead Rumford Cogen,0,0,0,0,,,,
54123,Mechanic Falls,,,,,,,,
1474,Medway,,,,,,,,
55288,Medway Hydro,,,,,,,,
1497,Messalonskee 2 (Oakland),,,,,,,,
1498,Messalonskee 3,,,,,,,,
1500,Messalonskee 5,,,,,,,,
1475,Milford Hydro Station,,,,,,,,
50035,MMWAC Resource Recovery Facility,180,61,"37,164","6,919",23.005,7.822,"4,760.359",0.443
1501,North Gorham,,,,,,,,
60640,"NRG Solar Mule, LLC",,,,,,,,
57612,Number Nine Wind Farm,,,,,,,,
57002,Oakfield Wind Project,,,,,,,,
59438,Orono B,,,,,,,,
57184,Orono Hydro Station,,,,,,,,
50080,Otis Hydro,,,,,,,,
59222,Passadumkeag Windpark LLC,,,,,,,,
50758,Pejepscot Hydroelectric Project,,,,,,,,
50051,Penobscot Energy Recovery,323,15,"109,972","20,368",5.397,0.242,"1,835.580",0.170
58993,Pine Tree Landfill Gas to Energy,0,1,0,0,0.000,0.404,0.000,0.000
60404,Pisgah Mountain Wind,,,,,,,,
54124,Pittsfield Hydro,,,,,,,,
50699,Pumpkin Hill,,,,,,,,
57568,Record Hill Wind,,,,,,,,
10700,Red Shield Envir Old Town Facility,0,0,0,0,,,,
10356,ReEnergy Ashland,473,47,0,"35,054",3.430,0.343,0.000,0.127
7513,ReEnergy Fort Fairfield,98,35,0,"25,903",1.104,0.394,0.000,0.146
10354,ReEnergy Livermore Falls,133,41,0,"30,691",1.188,0.371,0.000,0.137
50650,ReEnergy Stratton LLC,111,40,0,"29,265",0.892,0.319,0.000,0.118
50225,Regional Waste Systems,355,19,"87,039","16,315",8.434,0.442,"2,068.107",0.194
50230,Robbins Lumber,1,0,54,1,20.543,1.946,"1,096.262",0.009
56990,Rollins Wind Project,,,,,,,,
62857,RoxWind,,,,,,,,
10495,Rumford Cogeneration,362,68,"106,086","20,440",1.231,0.231,360.588,0.035
10493,Rumford Falls Hydro Facility,,,,,,,,
55100,Rumford Power,20,0,"69,767",258,0.260,0.005,927.628,0.002
50447,S D Warren Westbrook,107,10,"11,689","5,441",1.831,0.180,200.566,0.047
58608,Saddleback Ridge Wind Farm,,,,,,,,
50702,Salmon Falls,,,,,,,,
1504,Shawmut,,,,,,,,
1505,Skelton,,,,,,,,
50406,Somerset Plant,280,486,"28,864","18,230",1.038,1.804,107.131,0.034
58026,Spruce Mountain WInd,,,,,,,,
1516,Squa Pan Hydro Station,,,,,,,,
56989,Stetson Wind I,,,,,,,,
56991,Stetson Wind II,,,,,,,,
59437,Stillwater B,,,,,,,,
1478,Stillwater Hydro Station,,,,,,,,
58146,Twin Rivers Paper Co LLC,,,,,,,,
54202,Upper Androscoggin,,,,,,,,
52171,Upper Barker,,,,,,,,
784,Veazie C,,,,,,,,
57016,Waste Management Crossroads LFGTE,0,4,0,0,0.000,0.364,0.000,0.000
1508,West Buxton,,,,,,,,
10255,West Enfield Hydro,,,,,,,,
55294,Westbrook Energy Center,90,3,"616,175","2,518",0.121,0.004,828.132,0.002
1509,Weston Hydro,,,,,,,,
1507,William F Wyman,155,637,"151,727","2,352",1.980,8.145,"1,940.418",0.015
1510,Williams Hydro,,,,,,,,
50278,Worumbo Hydro Station,,,,,,,,
1511,Wyman Hydro,,,,,,,,
7258,48th Street Peaking Station,17,0,"35,339",143,0.690,0.007,"1,393.953",0.003
61391,A.J. Mihm Generating Station,,,,,,,,
10819,Ada Cogeneration LP,188,2,"76,554",289,2.052,0.023,833.559,0.002
50433,Ada Dam,,,,,,,,
54903,Adrian Energy Associates LLC,0,3,0,0,0.000,0.466,0.000,0.000
1693,Alcona,,,,,,,,
1694,Allegan Dam,,,,,,,,
50305,Alpena Cement Plant,523,357,"111,746","1,703",6.656,4.541,"1,422.040",0.011
59926,Alpine Power Plant,169,2,"445,140","1,622",0.527,0.007,"1,386.137",0.003
58690,Apple Blossom Wind Farm,,,,,,,,
62422,Assembly Solar Project,,,,,,,,
1695,B C Cobb,,,,,,,,
1696,B E Morrow,,,,,,,,
58052,Battle Creek Mill,4,0,"2,576",10,0.918,0.018,656.756,0.001
55944,Bay Windpower I,,,,,,,,
7831,Beaver Island,4,0,193,3,124.867,11.423,"6,435.000",0.052
58908,Beebe 1B,,,,,,,,
58020,Beebe Renewable Energy LLC,,,,,,,,
6034,Belle River,"8,299","24,024","8,573,999","279,254",2.101,6.081,"2,170.468",0.035
1753,Berrien Springs,,,,,,,,
7821,Big Quinnesec 61,,,,,,,,
7820,Big Quinnesec 92,,,,,,,,
58891,"Big Turtle Wind Farm, LLC",,,,,,,,
62192,Blue Water Energy Center,,,,,,,,
57706,Blue Water Renewables Inc,0,5,0,0,0.000,0.344,0.000,0.000
54910,Brent Run Generating Station,0,9,0,0,0.000,0.382,0.000,0.000
58719,Brookfield,,,,,,,,
56851,Bryon Center,0,4,0,0,0.000,0.363,0.000,0.000
1754,Buchanan (MI),,,,,,,,
1698,C W Tippy,,,,,,,,
54415,Cadillac Renewable Energy,199,67,"25,963","24,262",2.384,0.798,310.851,0.145
54965,Cargill Salt,2,0,"1,583",6,0.948,0.018,664.869,0.001
58196,Cargill Salt Hersey,1,0,575,2,1.338,0.026,965.029,0.002
1874,Caro,0,0,8,0,51.369,4.661,"2,639.565",0.021
50436,Cascade Dam,,,,,,,,
7118,Cataract (MI),,,,,,,,
56190,Central Michigan University,23,0,"9,298",35,1.485,0.017,609.583,0.001
1776,Chalk Hill,,,,,,,,
58254,Chatham,0,0,51,0,5.091,0.051,"1,868.109",0.004
50461,Cheboygan,,,,,,,,
1880,Claude Vandyke,17,0,"6,546",25,3.794,0.039,"1,427.433",0.003
1818,Clinton,0,0,5,0,0.000,0.000,0.000,0.000
59467,Coldwater Peaking Plant,70,0,"3,140",12,24.048,0.029,"1,075.444",0.002
1725,Colfax,7,1,336,5,0.000,0.000,0.000,0.000
1726,Conners Creek,,,,,,,,
1760,Constantine,,,,,,,,
1700,Cooke,,,,,,,,
54756,Coopersville,0,7,0,0,0.000,0.394,0.000,0.000
58830,Cross Winds Energy Park,,,,,,,,
7497,Croswell,,,,,,,,
1701,Croton,,,,,,,,
1821,Crystal Falls,,,,,,,,
1868,Dafter,6,1,352,6,539.833,52.083,"29,330.667",0.238
1702,Dan E Karn,733,761,"2,997,650","90,723",0.611,0.634,"2,498.538",0.038
1727,Dayton (MI),,,,,,,,
62289,Dearborn Energy Center,,,,,,,,
55088,Dearborn Industrial Generation,369,524,"1,895,167","7,040",0.148,0.211,762.645,0.001
10149,Decorative Panels Intl,7,0,"5,385","1,173",0.327,0.007,238.589,0.026
60883,"Deerfield Wind Energy, LLC",,,,,,,,
1728,Delray,4,0,"11,551",47,0.509,0.007,"1,431.730",0.003
61954,Delta Solar Power I,,,,,,,,
61955,Delta Solar Power II,,,,,,,,
60346,Demille Solar Farm,,,,,,,,
6369,Detour,3,0,189,3,0.000,0.000,0.000,0.000
61435,DG AMP Solar Coldwater,,,,,,,,
60017,Domino Farms Solar,,,,,,,,
6000,Donald C Cook,,,,,,,,
55718,DTE East China,42,1,"192,497",711,0.314,0.007,"1,446.750",0.003
58222,E.B. Eddy Paper Inc,14,0,"10,776",41,0.851,0.018,645.221,0.001
57405,Eagle Valley (MI),0,5,0,0,0.000,0.367,0.000,0.000
59452,East. Michigan Univ. Heating Plant,30,0,"11,562",44,1.628,0.017,623.829,0.001
58121,Echo Wind Park,,,,,,,,
1831,Eckert Station,585,"1,228","558,625","17,547",3.045,6.394,"2,909.074",0.046
50158,Edenville,,,,,,,,
1751,Edison Sault,,,,,,,,
4259,Endicott Station,,,,,,,,
1832,Erickson,802,"2,130","1,000,041","28,882",2.203,5.847,"2,745.520",0.040
10208,Escanaba Mill,269,386,"74,304","11,256",1.001,1.435,276.344,0.021
61392,F.D. Kuester Generating Station,,,,,,,,
1729,Fermi,94,53,"17,258",280,0.025,0.014,4.651,0.000
1704,Five Channels,,,,,,,,
1705,Foote,,,,,,,,
60018,Ford World Headquarters,,,,,,,,
54341,Four Mile Hydropower Project,,,,,,,,
1851,Frank Jenkins,,,,,,,,
59785,"Fremont Community Digester, LLC",38,0,0,4,25.559,0.038,0.000,0.001
50437,French Landing Dam,,,,,,,,
10656,French Paper Hydro,,,,,,,,
1706,Gaylord - Consumers,4,0,"1,293",5,5.756,0.058,"2,103.338",0.004
7932,Gaylord - Wolverine,45,0,"17,922",68,4.567,0.050,"1,834.974",0.003
54751,Genesee Power Station,66,21,0,"11,618",1.712,0.546,0.000,0.151
1877,George Johnson,69,1,"25,736",97,3.448,0.035,"1,289.725",0.002
62815,Gichi Noodin Wind Farm,,,,,,,,
7119,Gladstone,0,0,46,1,0.000,0.000,0.000,0.000
54757,Grand Blanc Generating Station,0,11,0,0,0.000,0.403,0.000,0.000
1826,Grand Haven Diesel Plant,1,0,46,0,32.548,0.039,"1,472.419",0.004
1787,Grand Rapids,,,,,,,,
10532,Grand River,0,3,0,0,0.000,0.386,0.000,0.000
60118,Grand Valley Solar Gardens,,,,,,,,
10698,"Graphic Packaging International, Inc.",0,0,0,0,0.000,0.000,0.000,0.000
58677,Gratiot County Wind LLC,,,,,,,,
57421,Gratiot Wind Park,,,,,,,,
10822,Grayling Generating Station,167,8,"12,559","23,941",1.900,0.090,142.468,0.136
10033,Greater Detroit Resource Recovery,187,15,"44,621","8,137",2.465,0.199,589.263,0.054
6035,Greenwood,490,3,"544,512","1,941",1.214,0.008,"1,349.812",0.002
60019,Greenwood Solar Farm,,,,,,,,
